hotel_id,check-in,check-out,rates
21416,21-08-2024,23-08-2024,"{'21416': [{'Room_name': 'Small Double Room', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 676, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Small Double Room', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 804, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Small Double Room', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 933, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Double Room', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 878, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Double Room', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1045, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Double Room', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1174, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Twin Room', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 878, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Twin Room', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1045, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Twin Room', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1174, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Club King Room', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 1013, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Club King Room', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1206, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Club King Room', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+01:00) on Aug 19, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1335, 'Currency': 'AUD', 'Top Deal': True}]}"
192053,17-08-2024,20-08-2024,"{'192053': [{'Room_name': 'Standard Double Room, 1 Double Bed', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2214, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Standard Double Room, 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2473, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Standard Double Room, 1 Double Bed', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 2605, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Standard Double Room, 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 2864, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Standard Double Room, 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included, Meal Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2895, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Deluxe Double Room, 1 Double Bed, Garden View', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2522, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Deluxe Double Room, 1 Double Bed, Garden View', 'Rate_name': 'Breakfast Included, Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2781, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Deluxe Double Room, 1 Double Bed, Garden View', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 2968, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Deluxe Double Room, 1 Double Bed, Garden View', 'Rate_name': 'Breakfast Included, Internet Included, Meal Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 3186, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Deluxe Double Room, 1 Double Bed, Garden View', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 3227, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'River View Room 1 Double Bed', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2689, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'River View Room 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 2948, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'River View Room 1 Double Bed', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 3164, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'River View Room 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included, Meal Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 3343, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'River View Room 1 Double Bed', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 3423, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Tower Suite', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 5941, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Tower Suite', 'Rate_name': 'Breakfast Included, Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 6200, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Tower Suite', 'Rate_name': 'Breakfast Included, Internet Included, Meal Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 6404, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Tower Suite', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 6991, 'Currency': 'AUD', 'Top Deal': False}, {'Room_name': 'Tower Suite', 'Rate_name': 'Breakfast Included, Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 14:00 (GMT+00:00) on Aug 16, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 7250, 'Currency': 'AUD', 'Top Deal': False}]}"
100425,07-09-2024,10-09-2024,"{'100425': [{'Room_name': 'Standard Studio', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 771, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Standard Studio', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 792, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Patio Studio', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 771, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Patio Studio', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 809, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Standard Room, Balcony', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 795, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Standard Room, Balcony', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 836, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Large Budget Studio', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 806, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Large Budget Studio', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 829, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Studio', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 845, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Superior Studio', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 878, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Executive Studio', 'Rate_name': 'Internet Included - Non-refundable', 'Number of Guests': 2, 'Cancellation Policy': 'Non-refundable', 'Price': 945, 'Currency': 'AUD', 'Top Deal': True}, {'Room_name': 'Executive Studio', 'Rate_name': 'Internet Included', 'Number of Guests': 2, 'Cancellation Policy': 'This property imposes the following penalties to its customers that Qantas Hotels is required to pass on: Cancellations or changes made after 18:00 (GMT+01:00) on Sep 06, 2024 are subject to a 1 night room & tax penalty. If you fail to check-in for this reservation, or if you cancel or change this reservation after check-in, you may incur penalty charges at the discretion of the property of up to 100% of the booking value. If you redeem Qantas Points or a Qantas Voucher please refer to the relevant Important Information and Terms & Conditions on the checkout page.', 'Price': 1114, 'Currency': 'AUD', 'Top Deal': True}]}"
